UMAP_1	UMAP_2	cluster	orig.ident	nFeature_RNA	nCount_RNA	percent.mt	SCGB1A1	IGLC1	IGHG1	IGHD	SCGB3A2	SCGB3A1	IGHG3	IGHA1	BPIFB1	C9orf24	IGKC	CXCL8	TPPP3	COL3A1	RSPH1	COL1A1	IL6	MSMB	JCHAIN	TSPAN1
-8.93137940791605	-3.12176313610162	Myofibroblast	lung	300	428	3.27102803738318	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1931265794716	0	0	0	0	0	0
9.22224131199362	0.240496311472996	ncMonocyte	lung	328	429	0.466200466200466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.19503489109518	-2.26229896755304	Macrophage Alveolar	lung	655	924	0.432900432900433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.69978418919089	1.75706026344214	ncMonocyte	lung	271	315	0.317460317460317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48878178667972	0
-7.47058066752908	-6.38293876857843	Myofibroblast	lung	384	488	0.204918032786885	0	0	0	0	0	0	0	0	0	0	0	0	4.41844550704077	0	0	0	0	0	0	0
-6.3897710743284	4.98066005496894	Club	lung	381	451	1.33037694013304	0	3.14298560709183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.30631861117838	-2.67452635974969	Pericytes	lung	458	770	1.55844155844156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.763836770978	2.9846442678443	ncMonocyte	lung	310	409	2.44498777506113	0	0	0	0	0	0	0	0	0	0	0	4.30877874016816	0	0	0	0	0	0	0	0
-9.58783730891702	-2.78849783153619	Myofibroblast	lung	657	1028	0.680933852140078	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90475933464307	0	4.68216725472136	4.483551984464	0	0	0
5.09339132877829	7.05934963016425	B Plasma	lung	538	3408	0.176056338028169	0	0	8.7567925254703	0	0	0	0	0	0	0	7.1975056335982	0	0	0	0	0	0	0	5.0899699143709	0
5.6267723140383	-3.56237163753595	Macrophage Alveolar	lung	1126	1913	0	0	0	1.82895755035911	0	0	0	0	1.82895755035911	0	0	0	0	0	0	0	0	0	0	0	0
5.35657110783102	7.81986293582831	B Plasma	lung	321	748	0.267379679144385	0	0	0	0	0	0	0	6.17853195464073	0	0	7.70537568327711	0	0	0	0	0	0	0	6.75298854490479	0
-2.6886528435087	2.90810642032538	AT2	lung	325	426	8.68544600938967	0	0	3.19761861905868	0	0	0	0	0	0	0	3.19761861905868	0	0	0	0	0	0	0	0	0
-4.13449415591715	-9.31748714656915	Myofibroblast	lung	249	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5491512949519	0	0	0	0	0	0
5.39920988651755	3.58848032741462	ncMonocyte	lung	404	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.62596693607809	2.81457505016242	ncMonocyte	lung	423	565	0.88495575221239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.54981270405295	3.16055497913276	ncMonocyte	lung	504	653	0.459418070444104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.78268393901346	-7.74787178249444	Myofibroblast	lung	551	803	0.99626400996264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59922443837022	0	0	0	0
